# x
2.000000000000000000e+00 9.367675781250000000e-01
2.000000000000000000e+00 5.275878906250000000e-01
2.000000000000000000e+00 1.169433593750000000e-01
2.000000000000000000e+00 7.061767578125000000e-01
2.000000000000000000e+00 2.089843750000000000e-01
2.000000000000000000e+00 4.577636718750000000e-01
2.000000000000000000e+00 3.259277343750000000e-01
2.000000000000000000e+00 5.329589843750000000e-01
2.000000000000000000e+00 2.143554687500000000e-01
2.000000000000000000e+00 5.917968750000000000e-01
2.000000000000000000e+00 1.188964843750000000e-01
2.000000000000000000e+00 3.256835937500000000e-01
2.000000000000000000e+00 6.293945312500000000e-01
2.000000000000000000e+00 1.809082031250000000e-01
2.000000000000000000e+00 6.579589843750000000e-01
2.000000000000000000e+00 7.188720703125000000e-01
2.000000000000000000e+00 2.517089843750000000e-01
2.000000000000000000e+00 2.492675781250000000e-01
2.000000000000000000e+00 3.935546875000000000e-01
2.000000000000000000e+00 8.491210937500000000e-01
2.000000000000000000e+00 5.371093750000000000e-03
2.000000000000000000e+00 8.034667968750000000e-01
2.000000000000000000e+00 2.441406250000000000e-02
2.000000000000000000e+00 3.083496093750000000e-01
2.000000000000000000e+00 2.075195312500000000e-01
2.000000000000000000e+00 4.025878906250000000e-01
2.000000000000000000e+00 1.740722656250000000e-01
2.000000000000000000e+00 7.773437500000000000e-01
2.000000000000000000e+00 6.135253906250000000e-01
2.000000000000000000e+00 9.020996093750000000e-01
2.000000000000000000e+00 1.811523437500000000e-01
2.000000000000000000e+00 5.234375000000000000e-01
2.000000000000000000e+00 7.540283203125000000e-01
2.000000000000000000e+00 1.281738281250000000e-01
2.000000000000000000e+00 8.378906250000000000e-01
2.000000000000000000e+00 5.372314453125000000e-01
2.000000000000000000e+00 3.535156250000000000e-01
2.000000000000000000e+00 7.712402343750000000e-01
2.000000000000000000e+00 2.490234375000000000e-01
2.000000000000000000e+00 5.944824218750000000e-01
2.000000000000000000e+00 8.122558593750000000e-01
2.000000000000000000e+00 3.039550781250000000e-01
2.000000000000000000e+00 3.493652343750000000e-01
2.000000000000000000e+00 9.592285156250000000e-01
2.000000000000000000e+00 7.823486328125000000e-01
2.000000000000000000e+00 3.774414062500000000e-01
2.000000000000000000e+00 9.973144531250000000e-02
2.000000000000000000e+00 1.350097656250000000e-01
2.000000000000000000e+00 2.091064453125000000e-01
2.000000000000000000e+00 3.171386718750000000e-01
2.000000000000000000e+00 8.796386718750000000e-01
2.000000000000000000e+00 7.722167968750000000e-01
2.000000000000000000e+00 1.037597656250000000e-01
2.000000000000000000e+00 8.819580078125000000e-01
2.000000000000000000e+00 8.017578125000000000e-01
2.000000000000000000e+00 3.469238281250000000e-01
2.000000000000000000e+00 8.500976562500000000e-01
2.000000000000000000e+00 7.589111328125000000e-01
2.000000000000000000e+00 7.541503906250000000e-01
2.000000000000000000e+00 6.591796875000000000e-01
2.000000000000000000e+00 8.204345703125000000e-01
2.000000000000000000e+00 6.494140625000000000e-01
2.000000000000000000e+00 1.801757812500000000e-01
2.000000000000000000e+00 4.951171875000000000e-01
2.000000000000000000e+00 9.025878906250000000e-01
2.000000000000000000e+00 6.640625000000000000e-02
2.000000000000000000e+00 8.854980468750000000e-01
2.000000000000000000e+00 5.759277343750000000e-01
2.000000000000000000e+00 5.253906250000000000e-01
2.000000000000000000e+00 1.623535156250000000e-01
2.000000000000000000e+00 7.497558593750000000e-01
2.000000000000000000e+00 1.245117187500000000e-01
2.000000000000000000e+00 3.400878906250000000e-01
2.000000000000000000e+00 7.580566406250000000e-01
2.000000000000000000e+00 8.552246093750000000e-01
2.000000000000000000e+00 9.189453125000000000e-01
2.000000000000000000e+00 1.215820312500000000e-01
2.000000000000000000e+00 6.250000000000000000e-01
2.000000000000000000e+00 3.654785156250000000e-01
2.000000000000000000e+00 9.875488281250000000e-01
2.000000000000000000e+00 7.377929687500000000e-01
2.000000000000000000e+00 5.344238281250000000e-01
2.000000000000000000e+00 9.028320312500000000e-01
