# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.528152450919151306e-02 8.655725046992301941e-03 1.136555552482604980e+00 1.030359300784766674e-03 1.267440766096115112e-01 8.945345878601074219e-01 9.950275998562574387e-04 8.555185198783874512e-01 1.785214804112911224e-02 1.528152450919151306e-02 8.655725046992301941e-03 1.136555552482604980e+00 1.030359300784766674e-03 1.267440766096115112e-01 8.945345878601074219e-01 9.950275998562574387e-04 8.555185198783874512e-01 1.785214804112911224e-02
1.000000000000000000e+03 1.452588912798091769e-04 1.561828539706766605e-04 1.376918808091431856e-04 1.752140269672963768e-05 1.141960729000857100e-05 8.096783403743756935e-07 2.671673655640915968e-06 3.394397936062887311e-05 2.270678487548138946e-05 1.452588912798091769e-04 1.561828539706766605e-04 1.376918808091431856e-04 1.752140269672963768e-05 1.141960729000857100e-05 8.096783403743756935e-07 2.671673655640915968e-06 3.394397936062887311e-05 2.270678487548138946e-05
2.000000000000000000e+03 5.779183993581682444e-05 5.160016371519304812e-05 4.955337499268352985e-05 7.516604910051682964e-06 2.879148496504058130e-06 1.427265488018747419e-06 1.335531919721688610e-06 8.233434527937788516e-06 1.348255136690568179e-05 5.779183993581682444e-05 5.160016371519304812e-05 4.955337499268352985e-05 7.516604910051682964e-06 2.879148496504058130e-06 1.427265488018747419e-06 1.335531919721688610e-06 8.233434527937788516e-06 1.348255136690568179e-05
2.000000000000000000e+03 5.779183993581682444e-05 5.160016371519304812e-05 4.955337499268352985e-05 7.516604910051682964e-06 2.879148496504058130e-06 1.427265488018747419e-06 1.335531919721688610e-06 8.233434527937788516e-06 1.348255136690568179e-05 5.779183993581682444e-05 5.160016371519304812e-05 4.955337499268352985e-05 7.516604910051682964e-06 2.879148496504058130e-06 1.427265488018747419e-06 1.335531919721688610e-06 8.233434527937788516e-06 1.348255136690568179e-05
3.000000000000000000e+03 3.406838914088439196e-06 5.864385002496419474e-06 6.756534276064485312e-06 7.833826920489173062e-09 5.190919338815547235e-08 4.400503783585918427e-08 9.644769960459598224e-08 1.023476215777918696e-06 1.425105210728361271e-06 3.406838914088439196e-06 5.864385002496419474e-06 6.756534276064485312e-06 7.833826920489173062e-09 5.190919338815547235e-08 4.400503783585918427e-08 9.644769960459598224e-08 1.023476215777918696e-06 1.425105210728361271e-06
4.000000000000000000e+03 2.102639655277016573e-06 3.103583821939537302e-06 3.406724772503366694e-06 1.573084951189684944e-08 9.266111788974740193e-08 1.117866155198043998e-08 5.803946123705827631e-08 3.220178825813491130e-07 5.887692964279267471e-07 2.102639655277016573e-06 3.103583821939537302e-06 3.406724772503366694e-06 1.573084951189684944e-08 9.266111788974740193e-08 1.117866155198043998e-08 5.803946123705827631e-08 3.220178825813491130e-07 5.887692964279267471e-07
5.000000000000000000e+03 1.645788984205864836e-06 1.719439865155436564e-06 1.211839162351679988e-06 6.075993597143281022e-10 4.859808555579547829e-08 7.449943772996903135e-09 1.088425705120243947e-07 2.556377296514256159e-07 2.887499874759669183e-07 1.645788984205864836e-06 1.719439865155436564e-06 1.211839162351679988e-06 6.075993597143281022e-10 4.859808555579547829e-08 7.449943772996903135e-09 1.088425705120243947e-07 2.556377296514256159e-07 2.887499874759669183e-07
6.000000000000000000e+03 1.068555548044969328e-06 1.089427087208605371e-06 8.907952064873825293e-07 4.278937204560406826e-09 6.216555270555090829e-09 2.251143094156304869e-08 2.942744359302196244e-08 1.493329477852967102e-07 1.595302876467030728e-07 1.068555548044969328e-06 1.089427087208605371e-06 8.907952064873825293e-07 4.278937204560406826e-09 6.216555270555090829e-09 2.251143094156304869e-08 2.942744359302196244e-08 1.493329477852967102e-07 1.595302876467030728e-07
7.000000000000000000e+03 7.031986228867026512e-07 6.866407034067378845e-07 6.772962706236285158e-07 2.256270503764312707e-09 3.559661676533210084e-09 4.965152289315710732e-09 9.698109870726057125e-09 1.919329122301860480e-07 6.176399836022028467e-08 7.031986228867026512e-07 6.866407034067378845e-07 6.772962706236285158e-07 2.256270503764312707e-09 3.559661676533210084e-09 4.965152289315710732e-09 9.698109870726057125e-09 1.919329122301860480e-07 6.176399836022028467e-08
8.000000000000000000e+03 4.628502381365251495e-07 4.946728608956618700e-07 4.041444015001616208e-07 1.419848238981558097e-09 1.156120621459422182e-08 4.460555924623577084e-09 7.825758707724617125e-09 1.459066112374785007e-07 7.367664522917038994e-08 4.628502381365251495e-07 4.946728608956618700e-07 4.041444015001616208e-07 1.419848238981558097e-09 1.156120621459422182e-08 4.460555924623577084e-09 7.825758707724617125e-09 1.459066112374785007e-07 7.367664522917038994e-08
9.000000000000000000e+03 3.916447610663453816e-07 3.299413720014854334e-07 2.560062455359002342e-07 2.524221942579174538e-09 2.582090274927395512e-08 2.262399823038663271e-09 3.239762014217717478e-09 9.436909920168545796e-08 5.635990518726430309e-08 3.916447610663453816e-07 3.299413720014854334e-07 2.560062455359002342e-07 2.524221942579174538e-09 2.582090274927395512e-08 2.262399823038663271e-09 3.239762014217717478e-09 9.436909920168545796e-08 5.635990518726430309e-08
1.000000000000000000e+04 3.485474735498428345e-07 2.528182108108012471e-07 2.121607991512064473e-07 6.831269577789456093e-11 1.450769193667156287e-08 2.112580332891411672e-09 4.953667254170568413e-09 9.245938770163775189e-08 3.624794686629684293e-08 3.485474735498428345e-07 2.528182108108012471e-07 2.121607991512064473e-07 6.831269577789456093e-11 1.450769193667156287e-08 2.112580332891411672e-09 4.953667254170568413e-09 9.245938770163775189e-08 3.624794686629684293e-08
1.100000000000000000e+04 3.036664679711975623e-07 2.234039442328139558e-07 1.912286791139194975e-07 4.605431036530660549e-10 1.361799473187375042e-08 1.517343584112040844e-09 3.239972068413976558e-09 5.742136721664792276e-08 2.622569539312280540e-08 3.036664679711975623e-07 2.234039442328139558e-07 1.912286791139194975e-07 4.605431036530660549e-10 1.361799473187375042e-08 1.517343584112040844e-09 3.239972068413976558e-09 5.742136721664792276e-08 2.622569539312280540e-08
1.200000000000000000e+04 2.533914482683030656e-07 1.912527665126617649e-07 1.707347081492116558e-07 2.315434788346948380e-10 8.943042750786389661e-09 1.456142539879579090e-09 2.955700129092520001e-09 5.433912519947625697e-08 2.775251850550830568e-08 2.533914482683030656e-07 1.912527665126617649e-07 1.707347081492116558e-07 2.315434788346948380e-10 8.943042750786389661e-09 1.456142539879579090e-09 2.955700129092520001e-09 5.433912519947625697e-08 2.775251850550830568e-08
1.300000000000000000e+04 2.116626518500197562e-07 1.795806667814758839e-07 1.538414267088228371e-07 1.347314038113722745e-09 4.596095504183494995e-09 1.780815273022540168e-09 5.074664244375526323e-09 3.335446407959352655e-08 2.658582154424493638e-08 2.116626518500197562e-07 1.795806667814758839e-07 1.538414267088228371e-07 1.347314038113722745e-09 4.596095504183494995e-09 1.780815273022540168e-09 5.074664244375526323e-09 3.335446407959352655e-08 2.658582154424493638e-08
1.400000000000000000e+04 1.916210266017515096e-07 1.690460607051136321e-07 1.335283883463489474e-07 5.339114150793022873e-10 2.566698853456728102e-09 2.722706948787845249e-09 4.615481774550289629e-09 2.658149966805467557e-08 2.196568260615094914e-08 1.916210266017515096e-07 1.690460607051136321e-07 1.335283883463489474e-07 5.339114150793022873e-10 2.566698853456728102e-09 2.722706948787845249e-09 4.615481774550289629e-09 2.658149966805467557e-08 2.196568260615094914e-08
1.500000000000000000e+04 1.734818795284809312e-07 1.540840059988113353e-07 1.168915844118600944e-07 7.633171872356570020e-10 1.971465879435641000e-09 2.956584088664726551e-09 2.549231270521090664e-09 2.028840029311140825e-08 2.113776531587063801e-08 1.734818795284809312e-07 1.540840059988113353e-07 1.168915844118600944e-07 7.633171872356570020e-10 1.971465879435641000e-09 2.956584088664726551e-09 2.549231270521090664e-09 2.028840029311140825e-08 2.113776531587063801e-08
1.535700000000000000e+04 1.719967599456140306e-07 1.429181679668545257e-07 1.151460367054824019e-07 8.455856570499520330e-10 1.845699371116893417e-09 2.259841425100717061e-09 2.230865714381025100e-09 1.943795346903698373e-08 2.307231206088999897e-08 1.719967599456140306e-07 1.429181679668545257e-07 1.151460367054824019e-07 8.455856570499520330e-10 1.845699371116893417e-09 2.259841425100717061e-09 2.230865714381025100e-09 1.943795346903698373e-08 2.307231206088999897e-08
